id;cnae3;dcnae_agr3;provincia;anio;gradvinc;noprotra;noprovin;volneg;fact;num_bancos;pmc;target
656829;592;ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL;28;2005;4;1;0;986.83;;;;1
402833;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;11;2007;4;2;0;1238.91;;;;0
373724;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2000;4;1;1;0;16526.22;2;16.71;0
694803;012;CULTIVOS PERENNES;38;2015;2;3;0;26610.53;;;;0
58567;551;HOTELES Y ALOJAMIENTOS SIMILARES;07;1976;4;1;0;0;;;;0
661555;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;06;2011;4;0;5;130379.04;;;20.49;0
331129;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;08;1993;5;0;0;0;;;;0
772768;433;ACABADO DE EDIFICIOS;11;2011;1;2;1;2062.78;;;;0
709526;461;INTERMEDIARIOS DEL COMERCIO;16;2008;1;2;3;44891.42;;;;0
779483;331;REPARACION DE PRODUCTOS METALICOS. MAUINARIA Y EQUIPO;19;2006;1;4;3;205261.88;117.17;1;29.9;0
282082;561;RESTAURANTES Y PUESTOS DE COMIDAS;26;2007;4;1;0;0;;;;0
257175;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;38;2003;5;0;0;0;;;;0
186754;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;08;2002;4;1;1;11305.8;;;;0
201396;469;COMERCIO AL POR MAYOR NO ESPECIALIZADO;08;2000;4;0;1;62340.8;;;2293.47;0
596991;252;FABRICACION DE CISTERNAS. GRANDES DEPOSITOS Y CONTENEDORES DE METAL;08;2005;5;0;0;0;;;;0
121699;561;RESTAURANTES Y PUESTOS DE COMIDAS;31;1976;4;1;0;0;;;;0
22269;862;ACTIVIDADES MEDICAS Y ODONTOLOGICAS;28;1994;5;0;1;0;;;;0
565188;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;08;2010;4;1;1;27.05;;;;0
463214;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;;1978;4;0;0;1191;;;;0
425890;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2004;4;1;0;0;;;;0
811732;562;PROVISION DE COMIDAS PREPARADAS PARA EVENTOS Y OTROS SERVICIOS DE COMIDAS;08;2006;5;0;0;380.41;26683.95;1;45.65;1
860758;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;14;2019;2;4;0;22122.4;;;;0
492507;454;VENTA. MATENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS REPUESTOS Y ACCESORIOS;36;1995;4;0;1;195120.33;;;;0
391430;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;30;1998;4;1;0;0;;;;0
321278;101;PROCESADO Y CONSERVACION DE CARNE Y ELABORACION DE PRODUCTOS CARNICOS;30;1987;5;0;0;0;;;;0
579451;949;OTRAS ACTIVIDADES ASOCIATIVAS;28;1983;5;0;0;0;;;;0
833863;433;ACABADO DE EDIFICIOS;28;2018;1;4;3;29314.89;;;;1
201963;869;OTRAS ACTIVIDADES SANITARIAS;28;2000;5;0;0;0;;;;0
294605;451;VENTA DE VEHICULOS DE MOTOR;35;2003;5;0;0;0;;;;0
267235;561;RESTAURANTES Y PUESTOS DE COMIDAS;11;2001;4;0;1;41953.47;7002.29;1;3.69;1
25818;103;PROCESADO Y CONSERVACION DE FRUTAS Y HORTALIZAS;41;1994;5;0;0;-136.21;;;;0
836098;245;FUNDICION DE METALES;41;2004;4;1;0;0;86.71;1;131.23;0
415617;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2005;5;0;0;0;;;;0
69418;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;08;1994;5;0;0;0;;;;0
24076;011;CULTIVOS NO PERENNES;28;1989;5;0;0;0;;;224.17;0
633922;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;29;2015;5;0;0;0;;;;0
775042;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;15;1991;2;3;0;1481.55;;;17.1;1
472163;691;ACTIVIDADES JURIDICAS;28;2010;1;4;1;2351.89;;;937.65;0
129489;011;CULTIVOS NO PERENNES;30;1991;2;2;0;203.56;;;105.6;0
422829;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;23;2015;4;1;0;0;;;;0
30052;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;08;1993;5;0;0;0;;;61.86;0
445323;829;ACTIVIDADES DE APOYO A LAS EMPRESAS;20;2010;2;2;0;0;;;;0
870524;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;2022;1;2;1;47509.73;;;;0
759091;551;HOTELES Y ALOJAMIENTOS SIMILARES;15;2002;1;4;1;10214.66;2190.74;3;;0
766825;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;1997;1;3;1;103347.86;37544.88;7;2.34;1
880478;932;ACTIVIDADES RECREATIVAS Y DE ENTRETENIMIENTO;28;2021;1;2;1;206736.7;;;;1
416905;931;ACTIVIDADES DEPORTIVAS;08;2008;1;4;5;58577.79;;;8.16;0
253865;412;CONSTRUCCION DE EDIFICIOS;02;2004;5;0;0;0;;;;0
174854;352;"PRODUCCION DE GAS; DISTRIBUCION POR TUBERIA DE COMBUSTIBLES GASEOSOS";36;1995;5;0;0;0;;;;0
133672;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;10;1995;2;4;0;7954.5;;;6.91;0
589643;949;OTRAS ACTIVIDADES ASOCIATIVAS;03;2000;5;0;0;0;;;;0
322535;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;34;1995;1;3;4;172003.26;;;;1
437593;465;COMERCIO AL POR MAYOR DE EQUIPOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES;03;2002;5;0;0;-126.3;;;;0
29146;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;20;1986;5;0;0;0;;;68.25;0
170929;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;30;2003;5;0;0;0;;;104.76;0
150621;412;CONSTRUCCION DE EDIFICIOS;38;2002;5;0;0;0;;;;0
709755;412;CONSTRUCCION DE EDIFICIOS;24;2004;1;5;4;86051.53;;;54.84;0
798931;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;47;2003;1;3;2;181649.55;1601.21;2;2.41;1
293587;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;46;1999;5;0;0;0;;;;0
341356;016;ACTIVIDADES DE APOYO A LA AGRICULTURA. A LA GANADERIA Y DE PREPARACION POSTERIOR A LA COSECHA;41;1999;1;4;6;158726.56;;;;0
422700;289;FABRICACION DE OTRA MAQUINARIA PARA USOS ESPECIFICOS;22;2013;5;0;0;0;;;;0
651881;561;RESTAURANTES Y PUESTOS DE COMIDAS;29;2013;4;1;0;0;;;;0
481974;493;OTRO TRANSPORTE TERRESTRE DE PASAJEROS;37;1971;5;0;0;879.83;;;;0
575625;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;41;2001;5;0;0;0;;;;0
845165;522;ACTIVIDADES ANEXAS AL TRANSPORTE;47;2003;2;2;0;1502.17;;;57.26;0
127520;692;ACTIVIDADES DE CONTABILIDAD. TENEDURIA DE LIBROS. AUDITORIA Y ASESORIA FISCAL;07;1984;5;0;0;0.46;;;81.79;0
100856;960;OTROS SERVICIOS PERSONALES;35;1987;5;0;0;0;;;;0
72137;172;FABRICACION DE ARTICULOS DE PAPEL Y DE CARTON;30;1999;5;0;0;0;;;73.44;0
378494;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;28;2011;5;0;0;0;;;;0
83205;855;OTRA EDUCACION;07;1980;5;0;0;0;3436.35;1;;0
66826;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;31;1994;4;0;1;22301.32;8885.19;3;22.2;0
661645;872;ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS CON DISCAPACIDAD INTELECTUAL. ENFERMEDAD MENTAL Y DROGODEPENDENCIA;28;2008;2;2;0;134.51;;;;0
233834;411;PROMOCION INMOBILIARIA;18;2004;5;0;0;0;;;;0
172895;411;PROMOCION INMOBILIARIA;13;2000;2;3;0;128584.7;;;819.74;0
604469;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;41;2012;4;2;5;309888.16;;;132.48;1
767505;310;FABRICACION DE MUEBLES;01;2014;4;1;1;490.23;40450.17;1;8.6;0
443396;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;28;2004;1;3;1;800469.38;;;432.98;0
391669;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;28;2003;1;3;1;3059.98;;;;0
877790;949;OTRAS ACTIVIDADES ASOCIATIVAS;28;2001;5;0;0;0;;;;0
220910;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;07;2003;4;1;1;34.53;11927.08;2;36.15;0
299053;692;ACTIVIDADES DE CONTABILIDAD. TENEDURIA DE LIBROS. AUDITORIA Y ASESORIA FISCAL;07;2001;5;0;0;0;;;;0
785803;931;ACTIVIDADES DEPORTIVAS;36;2012;1;3;2;75411.98;10674.03;7;8.96;1
644258;451;VENTA DE VEHICULOS DE MOTOR;28;2015;2;4;0;16163.34;;;;1
27400;433;ACABADO DE EDIFICIOS;30;1986;1;5;5;249428.09;;;137.02;0
74538;241;FABRICACION DE PRODUCTOS BASICOS DE HIERRO. ACERO Y FERROALEACIONES;28;1999;1;4;3;59036.21;;;0;0
667820;691;ACTIVIDADES JURIDICAS;03;2007;2;2;0;310349.89;;;;0
666013;453;COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR;15;2012;1;3;4;59361.7;;;14.1;1
313542;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;10;1995;5;0;0;0;531.12;1;188.77;0
586159;015;PRODUCCION AGRICOLA COMBINADA CON PRODUCCION GANADERA;24;1985;1;2;1;21189.59;;;;0
560955;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;29;2002;5;0;0;0;;;;0
594061;241;FABRICACION DE PRODUCTOS BASICOS DE HIERRO. ACERO Y FERROALEACIONES;24;2003;5;0;0;0;;;;0
579229;949;OTRAS ACTIVIDADES ASOCIATIVAS;41;1986;5;0;0;0;;;;0
735970;931;ACTIVIDADES DEPORTIVAS;41;2022;4;1;0;317.99;23861.25;1;667.75;0
856332;412;CONSTRUCCION DE EDIFICIOS;28;2006;4;1;0;4727.57;;;;0
145964;467;OTRO COMERCIO AL POR MAYOR ESPECIALIZADO;28;1997;5;0;1;0;;;;0
294135;731;PUBLICIDAD;38;1993;5;0;0;0;;;;0
142090;412;CONSTRUCCION DE EDIFICIOS;28;1992;5;0;0;0;;;;0
757853;591;ACTIVIDADES CINEMATOGRAFICAS. DE VIDEO Y DE PROGRAMAS DE TELEVISION;35;2023;2;3;0;21309.74;;;;1
595389;471;COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS;48;2009;5;0;0;0;;;;0
241040;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;46;1995;2;4;1;4567.84;17624.06;1;;1
292772;711;SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES;28;2003;1;4;4;98860.47;;;39.4;0
778977;476;COMERCIO AL POR MENOR DE ARTICULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS;18;2009;1;4;1;33838.38;408.41;1;3.63;1
880582;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2019;5;0;0;0;17712.15;1;;1
87692;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;07;2002;4;2;2;5302.05;;;;1
842557;871;ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES CON CUIDADOS SANITARIOS;48;2003;4;0;0;2263.48;;;66.89;0
734065;900;ACTIVIDADES DE CREACION. ARTISTICAS Y ESPECTACULOS;28;2016;1;4;1;27487.05;;;;0
749268;256;"TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERIA MECANICA POR CUENTA DE TERCEROS";20;2018;1;4;1;15581.96;;;77.86;0
621978;532;OTRAS ACTIVIDADES POSTALES Y DE CORREOS;36;2012;5;0;0;53.78;;;68.5;0
283048;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;27;2002;5;0;0;0;;;;0
31639;433;ACABADO DE EDIFICIOS;08;1991;4;2;2;196205.88;162.42;1;166.42;0
102725;329;INDUSTRIAS MANUFACTURERAS N.C.O.P.;03;1989;4;2;6;657795.58;;;106.65;0
23484;411;PROMOCION INMOBILIARIA;35;1980;5;0;0;0;;;64.58;0
306923;291;FABRICACION DE VEHICULOR DE MOTOR;07;2008;5;0;0;0;;;5.98;0
222374;421;CONSTRUCCION DE CARRETERAS Y VIAS FERREAS. PUENTES Y TUNELES;17;1998;5;0;0;768.44;;;;0
753875;869;OTRAS ACTIVIDADES SANITARIAS;15;2011;4;0;1;17850.97;1228.33;1;31.28;0
456828;773;ALQUILER DE OTRA MAQUINARIA. EQUIPOS Y BIENES TANGIBLES;06;2011;4;1;0;56.5;;;;0
462838;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;08;2009;5;0;0;0;;;;0
604538;476;COMERCIO AL POR MENOR DE ARTICULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS;08;2015;4;1;0;0;1010.42;2;0.54;0
677964;829;ACTIVIDADES DE APOYO A LAS EMPRESAS;41;2016;5;0;0;0;;;;0
347312;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;28;2011;4;1;0;0;;;;0
397654;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;45;2006;5;0;0;0.37;;;;0
775685;561;RESTAURANTES Y PUESTOS DE COMIDAS;15;1998;4;0;1;14369.54;;;;0
745355;661;ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS. EXCEPTO SEGUROS Y FONDOS DE PENSIONES;08;2018;4;1;0;317.95;;;;0
604927;711;SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES;46;2011;5;0;0;0;;;;0
613617;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;08;1994;1;3;2;70050.49;;;120.42;1
858025;421;CONSTRUCCION DE CARRETERAS Y VIAS FERREAS. PUENTES Y TUNELES;37;2009;5;0;0;304.03;;;;0
455946;412;CONSTRUCCION DE EDIFICIOS;03;2016;5;0;0;0;;;;0
315133;081;EXTRACCION DE PIEDRA. ARENA Y ARCILLA;13;2004;5;0;0;0;;;125.6;0
618802;960;OTROS SERVICIOS PERSONALES;21;2015;5;0;0;886.55;;;;0
250086;412;CONSTRUCCION DE EDIFICIOS;46;2005;4;0;0;2649.14;;;;0
372736;960;OTROS SERVICIOS PERSONALES;08;2005;4;1;0;0;9783.11;2;;1
811151;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;08;2003;1;3;4;35152.36;;;;1
349949;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;13;2008;4;1;0;0;;;;0
490837;412;CONSTRUCCION DE EDIFICIOS;15;1997;5;0;0;0;;;33.13;0
128619;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;24;1999;1;3;4;118749.38;119460.41;8;17.78;1
475946;462;COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGRARIAS Y DE ANIMALES VIVOS;28;2004;4;1;0;-299.22;;;;0
348303;561;RESTAURANTES Y PUESTOS DE COMIDAS;36;2008;4;1;0;0;;;;0
722939;855;OTRA EDUCACION;46;2016;5;0;0;0;5773.27;1;;0
829846;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2017;1;3;4;33428.71;;;16.52;0
139262;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;15;1990;4;1;1;2127.17;156641.18;2;542.4;0
508450;551;HOTELES Y ALOJAMIENTOS SIMILARES;32;1992;4;2;0;100823.11;10773.3;3;0.9;1
10406;561;RESTAURANTES Y PUESTOS DE COMIDAS;08;1986;4;1;3;160859.99;13526.64;1;1.11;1
537015;910;ACTIVIDADES DE BIBLIOTECAS. ARCHIVOS. MUSEOS Y OTRAS ACTIVIDADES CULTURALES;32;2005;5;0;0;0;;;;0
771136;853;EDUCACION SECUNDARIA;41;1985;4;0;1;104308.26;;;;0
489034;471;COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS;04;1974;5;0;1;331.67;131353.43;2;4.7;0
711312;107;FABRICACION DE PRODUCTOS DE PANADERIA Y PASTAS ALIMENTICIAS;30;2015;4;1;1;34545.27;1644.6;1;;0
173377;310;FABRICACION DE MUEBLES;45;1995;4;0;1;151231.58;;;;0
339078;262;FABRICACION DE ORDENADORES Y EQUIPOS PERIFERICOS;28;1999;4;1;0;0;;;1.63;0
638927;949;OTRAS ACTIVIDADES ASOCIATIVAS;45;2017;2;2;0;440.73;;;;0
512101;851;EDUCACION PREPRIMARIA;28;1998;1;4;1;155942.55;;;;0
123325;920;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;47;1980;2;4;2;2304.7;;;23.05;1
372740;411;PROMOCION INMOBILIARIA;25;2000;4;1;0;96441.32;;;;0
50682;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;28;1996;1;4;2;78125.66;;;35.53;0
413997;474;COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS;23;2009;1;3;2;1850.91;19.73;1;41.92;0
209859;581;EDICION DE LIBROS. PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES;28;1998;5;0;0;0;;;;0
91644;222;FABRICACION DE PRODUCTOS DE PLASTICO;48;1995;5;0;0;0;;;;0
56673;412;CONSTRUCCION DE EDIFICIOS;24;1994;5;0;0;0;;;;0
22821;284;FABRICACION DE MAQUINAS HERRAMIENTA PARA TRABAJAR EL METAL Y OTRAS MAQUINAS HERRAMIENTA;08;1977;5;0;0;155.74;;;;0
485416;162;FABRICACION DE PRODUCTOS DE MADERA. CORCHO. CESTERIA Y ESPARTERIA;45;1990;1;4;2;8381.29;1210.71;1;106.85;0
166099;561;RESTAURANTES Y PUESTOS DE COMIDAS;19;2001;4;1;0;0;;;;0
645889;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;46;2014;4;0;1;3919.98;31211.85;1;1.03;0
497;015;PRODUCCION AGRICOLA COMBINADA CON PRODUCCION GANADERA;28;1988;2;3;0;235.32;;;145.95;0
287089;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2002;1;3;2;87945.31;11092.49;6;8.08;0
851766;563;ESTABLECIMIENTOS DE BEBIDAS;28;2010;1;4;6;39744.24;10828.68;8;;1
591018;431;DEMOLICION Y PREPARACION DE TERRENOS;36;2005;5;0;0;0;;;;0
492945;469;COMERCIO AL POR MAYOR NO ESPECIALIZADO;33;1997;5;0;0;0;;;95.92;0
192560;332;INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES;17;1999;5;0;0;0;;;;0
115568;453;COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR;50;1991;1;3;3;162285.59;;;45.07;0
597898;691;ACTIVIDADES JURIDICAS;28;2014;5;0;0;0;;;;0
168318;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;48;2003;5;0;0;0;;;;0
548842;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;50;2010;5;0;0;0;;;;0
166933;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;28;1989;5;0;0;0;;;;0
852178;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;36;2018;4;0;1;14519.16;;;;0
185199;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;19;2001;2;4;0;2143.28;;;;0
293744;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;28;2006;5;0;0;0;;;;0
455657;812;ACTIVIDADES DE LIMPIEZA;29;2014;4;1;0;0;;;;0
501332;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;17;2004;5;0;0;0;;;;0
140981;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;41;1995;5;0;0;0;;;;0
743537;275;FABRICACION DE APARATOS DOMESTICOS;28;2009;1;3;2;92732.26;;;376.64;1
381957;433;ACABADO DE EDIFICIOS;08;1995;5;0;0;0;;;;0
737930;771;ALQUILER DE VEHICULOS DE MOTOR;17;2014;5;0;0;0;;;;0
547132;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;28;2009;5;0;0;0;;;;0
345770;429;CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL;50;2009;1;3;5;388334.8;;;71.62;0
537565;412;CONSTRUCCION DE EDIFICIOS;29;2008;5;0;0;0;;;;0
646454;476;COMERCIO AL POR MENOR DE ARTICULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS;46;1999;5;0;0;0;;;;0
633046;139;FABRICACION DE OTROS PRODUCTOS TEXTILES;28;2014;4;1;1;9330.56;;;;1
505146;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;28;2000;5;0;0;0;;;;0
678684;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;29;2014;1;3;4;1281061.18;;;81.57;0
484621;522;ACTIVIDADES ANEXAS AL TRANSPORTE;14;1994;2;2;0;6063.11;;;81.22;0
513895;171;FABRICACION DE PASTA PAPELERA. PAPEL Y CARTON;17;1998;5;0;0;0;;;76.58;0
218704;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;29;2000;1;4;1;447320.12;;;;0
728363;559;OTROS ALOJAMIENTOS;01;2017;4;0;0;2157.44;;;;0
338578;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2001;5;0;0;0;;;;0
696393;412;CONSTRUCCION DE EDIFICIOS;08;2014;2;4;0;33414.55;;;10.32;0
372459;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;44;1994;1;3;3;85113.05;;;60.5;0
101821;139;FABRICACION DE OTROS PRODUCTOS TEXTILES;08;1988;1;4;4;93068.36;;;64.34;0
822820;469;COMERCIO AL POR MAYOR NO ESPECIALIZADO;18;1996;4;1;0;53.99;;;;0
21656;461;INTERMEDIARIOS DEL COMERCIO;08;1987;5;0;0;0;;;;0
314717;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;12;1998;4;1;0;0;14621.58;1;8.25;0
48064;771;ALQUILER DE VEHICULOS DE MOTOR;35;1993;1;3;5;61148.39;;;;0
824360;829;ACTIVIDADES DE APOYO A LAS EMPRESAS;28;2007;5;0;0;0;;;;0
743442;411;PROMOCION INMOBILIARIA;28;2004;1;5;5;576069.92;;;227.54;0
379864;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;18;2006;2;2;0;20640.95;;;100.64;0
787782;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;31;1996;1;4;2;7943.4;;;33.44;1
233659;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;19;2005;5;0;1;335.28;;;;0
311923;462;COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGRARIAS Y DE ANIMALES VIVOS;04;1994;4;2;3;1239379.97;26602.23;1;93.38;1
198466;473;COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS;18;2002;4;2;1;108765.02;;;278.8;0
364307;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;41;2004;1;4;2;232108.3;;;56.39;0
661087;561;RESTAURANTES Y PUESTOS DE COMIDAS;15;2015;4;1;0;0;2775.56;1;;0
323091;773;ALQUILER DE OTRA MAQUINARIA. EQUIPOS Y BIENES TANGIBLES;35;2005;2;3;0;13980.21;;;181.41;0
668788;562;PROVISION DE COMIDAS PREPARADAS PARA EVENTOS Y OTROS SERVICIOS DE COMIDAS;46;2013;4;0;2;41043.32;;;;0
201561;429;CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL;11;1997;5;0;0;0;;;;0
641875;692;ACTIVIDADES DE CONTABILIDAD. TENEDURIA DE LIBROS. AUDITORIA Y ASESORIA FISCAL;07;2005;4;1;2;28518.93;;;20.19;0
349010;662;ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES;04;2009;4;1;0;0;;;;0
89926;692;ACTIVIDADES DE CONTABILIDAD. TENEDURIA DE LIBROS. AUDITORIA Y ASESORIA FISCAL;**;2001;5;0;0;0;;;;0
364678;011;CULTIVOS NO PERENNES;09;2007;4;1;1;35509.9;;;;0
138474;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;28;1997;5;0;0;0;;;;0
158550;559;OTROS ALOJAMIENTOS;07;1980;4;1;2;112845.65;3970.17;2;159.83;0
282690;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;03;1987;4;1;0;0;;;1.25;0
854572;551;HOTELES Y ALOJAMIENTOS SIMILARES;17;2002;5;0;1;0;;;;0
351267;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;42;2009;1;4;1;4617.09;8469.18;1;;1
432043;932;ACTIVIDADES RECREATIVAS Y DE ENTRETENIMIENTO;20;1999;5;0;0;0;;;;0
