id;cnae3;dcnae_agr3;provincia;anio;gradvinc;noprotra;noprovin;volneg;fact;num_bancos;pmc;target
616016;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2016;1;4;4;86062.25;;;;1
243724;411;PROMOCION INMOBILIARIA;28;1992;5;0;0;0;;;;0
637325;960;OTROS SERVICIOS PERSONALES;33;2018;5;0;0;0;;;;0
385667;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;35;2004;1;4;4;174966.92;;;;0
605174;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;50;2013;5;0;0;0;;;75.73;0
304689;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2011;1;3;1;73566.37;;;32.37;0
254257;412;CONSTRUCCION DE EDIFICIOS;03;2000;5;0;0;0;;;;0
597996;821;ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA;46;2014;5;0;0;0;;;;0
413925;467;OTRO COMERCIO AL POR MAYOR ESPECIALIZADO;48;2010;4;1;0;1462.62;5794.92;1;63.61;0
14375;581;EDICION DE LIBROS. PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES;39;1984;5;0;0;0;;;;0
871558;692;ACTIVIDADES DE CONTABILIDAD. TENEDURIA DE LIBROS. AUDITORIA Y ASESORIA FISCAL;36;2003;5;0;0;0;;;49.88;0
131309;429;CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL;44;1990;5;0;1;0;;;;0
120439;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;29;1993;5;0;0;0;;;;0
252517;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;41;1994;5;0;0;-217.94;;;39.79;0
521510;731;PUBLICIDAD;33;2001;1;4;3;5089.99;;;129.36;0
139428;310;FABRICACION DE MUEBLES;46;1995;4;1;0;0;;;;0
85279;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;08;1998;5;0;0;0;;;;0
91038;412;CONSTRUCCION DE EDIFICIOS;47;1997;5;0;1;0;;;;0
692161;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;08;2016;2;2;0;41939.25;;;;0
119639;433;ACABADO DE EDIFICIOS;27;1991;5;0;0;0;;;;0
463021;741;ACTIVIDADES DE DISEÑO ESPECIALIZADO;28;2008;2;3;0;535990.19;;;71.66;0
162080;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;35;2000;5;0;0;0;;;;0
557421;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;08;2003;5;0;0;0;;;;0
879534;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;07;2021;5;0;0;0;;;;1
880201;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;41;2018;4;0;0;1255.15;;;;1
7261;521;DEPOSITO Y ALMACENAMIENTO;38;1963;5;0;0;0;;;;0
667029;960;OTROS SERVICIOS PERSONALES;28;2014;5;0;0;0;;;;0
757865;879;OTRAS ACTIVIDADES DE ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES;28;2020;2;4;0;1604.09;;;;0
3382;331;REPARACION DE PRODUCTOS METALICOS. MAUINARIA Y EQUIPO;17;1988;1;8;3;660402.34;31764.05;1;22.44;1
801101;791;ACTIVIDADES DE AGENCIAS DE VIAJES Y OPERADORES TURISTICOS;03;1997;1;4;4;43701.3;56188.62;7;;1
746107;960;OTROS SERVICIOS PERSONALES;28;2016;5;0;0;0;;;;0
807145;237;CORTE. TALLADO Y ACABADO DE LA PIEDRA;08;1990;1;4;3;11371.95;530.16;1;11.68;1
285889;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;2010;5;0;0;0;;;;0
247547;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;08;1995;5;0;0;0;;;;0
492021;259;FABRICACION DE OTROS PRODUCTOS METALICOS;28;1982;4;0;1;15661.11;;;;0
776750;431;DEMOLICION Y PREPARACION DE TERRENOS;17;1995;4;1;0;1179.05;;;135.63;0
865394;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;43;1990;5;0;0;0;2188.05;1;;0
353027;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;15;2011;5;0;0;0;;;;0
462050;662;ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES;08;2011;4;0;1;1745808.06;;;123.6;0
848660;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;27;2003;2;2;0;116114.81;;;;0
327833;274;FABRICACION DE LAMPARAS Y APARATOS ELECTRICOS DE ILUMINACION;47;1996;4;1;0;8.29;;;;0
462026;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;08;2006;5;0;0;0;;;;0
275229;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;37;2008;5;0;0;0;;;;0
307023;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;46;2005;4;1;0;486.87;632.95;1;65.3;1
870037;011;CULTIVOS NO PERENNES;45;2017;2;2;0;9340.4;;;;0
26922;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;1986;2;2;0;2146.99;;;0;0
19602;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;38;1987;4;1;0;1264.86;;;98.25;0
11420;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;28;1988;4;1;0;0;61702.5;1;2;0
684066;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2019;1;3;3;21029.91;241.66;1;0.27;1
8250;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;1965;2;2;0;1452.47;282.5;1;31.51;0
159068;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;08;1988;4;1;2;173608.51;;;173.17;0
214044;433;ACABADO DE EDIFICIOS;28;2001;5;0;0;0;;;0;0
474728;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;13;2017;5;0;0;0;;;;0
798831;014;PRODUCCION GANADERA;47;1999;4;0;1;140907.49;;;;0
400107;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;28;2008;5;0;0;0;;;;0
154694;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;43;2000;5;0;0;0;;;;0
84675;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;48;2003;5;0;1;0;;;;0
31135;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;27;1990;1;3;5;80857.55;8418.42;3;0.46;1
409306;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;15;2008;5;0;0;0;;;14.11;0
292349;469;COMERCIO AL POR MAYOR NO ESPECIALIZADO;28;2008;4;0;1;31669.66;;;;0
811941;255;"FORJA.ESTAMPACION Y EMBUTICION DE METALES; METALURGIA DE POLVOS";08;2008;2;3;2;1217.31;;;130.26;1
464912;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;18;2011;4;1;0;0;;;;0
543820;433;ACABADO DE EDIFICIOS;03;2004;5;0;0;0;;;;0
687496;855;OTRA EDUCACION;29;2015;1;3;1;51531.72;;;;1
420648;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;46;1971;2;3;1;150517.25;;;90.35;0
327403;411;PROMOCION INMOBILIARIA;47;2001;2;4;2;487069.34;;;21.9;0
719554;551;HOTELES Y ALOJAMIENTOS SIMILARES;28;2014;2;2;0;90502.84;;;;0
265634;562;PROVISION DE COMIDAS PREPARADAS PARA EVENTOS Y OTROS SERVICIOS DE COMIDAS;25;2010;1;2;1;141439.17;;;649.37;0
78810;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;28;1989;5;0;0;0;;;78;0
97173;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;28;1989;5;0;0;0;7997.35;1;;0
50181;108;FABRICACION DE OTROS PRODUCTOS ALIMENTICIOS;41;1991;2;3;1;28847.36;;;60.04;1
880435;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;28;2022;5;0;0;0;;;;1
442461;162;FABRICACION DE PRODUCTOS DE MADERA. CORCHO. CESTERIA Y ESPARTERIA;14;2006;5;0;0;0;;;;0
261476;439;OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA;29;1999;5;0;0;0;;;;0
54633;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;41;1981;1;2;2;2354.93;9576.6;2;0;1
483270;236;FABRICACION DE ELEMENTOS DE HORMIGON.CEMENTO Y YESO;28;1950;4;0;1;1823.61;;;;0
555011;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2002;5;0;0;0;;;;0
448350;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;11;2014;5;0;0;0;;;;0
404559;015;PRODUCCION AGRICOLA COMBINADA CON PRODUCCION GANADERA;25;2007;4;1;1;49146.17;;;375.94;0
587723;014;PRODUCCION GANADERA;15;2003;4;1;0;14816.61;;;;0
549715;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;28;2010;5;0;0;0;;;;0
211447;241;FABRICACION DE PRODUCTOS BASICOS DE HIERRO. ACERO Y FERROALEACIONES;08;1996;5;0;0;18.22;;;;0
605869;014;PRODUCCION GANADERA;39;2013;2;3;0;898.09;;;;0
47465;310;FABRICACION DE MUEBLES;50;1989;5;0;0;0;;;;0
387170;479;COMERCIO AL POR MENOR NO REALIZADO NI EN ESTABLECIMIENTOS. NI EN PUESTOS DE VENTA NI EN MERCADILLOS;39;2007;5;0;0;0;;;;0
579403;949;OTRAS ACTIVIDADES ASOCIATIVAS;28;1990;5;0;0;0;;;;0
157269;251;FABRICACION DE ELEMENTOS METALICOS PARA LA CONSTRUCCION;17;2001;4;0;5;451269.34;;;72.34;0
75691;451;VENTA DE VEHICULOS DE MOTOR;28;1994;2;4;2;625587.3;;;31.77;0
430350;103;PROCESADO Y CONSERVACION DE FRUTAS Y HORTALIZAS;41;2010;4;0;2;1195627.28;;;0;0
271589;017;CAZA.CAPTURA DE ANIMALES Y SERVICIOS RELACIONADOS CON LAS MISMAS;35;2008;5;0;0;0;;;25;0
494675;711;SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES;20;1955;5;0;0;0;;;;0
708555;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;29;2020;2;3;0;4321;;;10744.04;0
361299;702;ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL;11;2004;5;0;0;0;;;;0
289324;429;CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL;28;2007;5;0;0;0;;;;0
8688;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;46;1981;5;0;0;0;;;;0
846454;561;RESTAURANTES Y PUESTOS DE COMIDAS;46;2015;1;4;2;7774.01;;;3.43;1
308440;411;PROMOCION INMOBILIARIA;04;1992;5;0;0;0;;;206.37;0
861833;642;ACTIVIDADES DE LAS SOCIEDADES HOLDING;28;2014;2;3;0;13355.73;;;;0
804688;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;17;2021;1;4;3;48431.67;19201.68;1;0;1
233010;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;46;1996;5;0;0;0;;;;0
563444;461;INTERMEDIARIOS DEL COMERCIO;10;2004;5;0;0;0;;;;0
259863;412;CONSTRUCCION DE EDIFICIOS;28;1998;5;0;0;0;;;;0
132767;439;OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA;08;1958;2;3;0;18341.71;;;615.27;0
437663;431;DEMOLICION Y PREPARACION DE TERRENOS;17;2006;1;2;2;38524.32;;;;0
819761;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;35;2017;2;4;0;4006.09;;;;0
477895;561;RESTAURANTES Y PUESTOS DE COMIDAS;02;2017;5;0;0;0;1612.27;1;36.45;0
53446;011;CULTIVOS NO PERENNES;13;1993;1;3;7;202519.66;;;32.58;1
668479;522;ACTIVIDADES ANEXAS AL TRANSPORTE;28;2017;2;4;0;17703.36;;;;1
65703;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;34;1992;1;3;1;11585.8;;;;0
30054;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;08;1989;5;0;0;0;;;;0
240694;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;28;2005;5;0;0;0;974.16;1;;0
759034;251;FABRICACION DE ELEMENTOS METALICOS PARA LA CONSTRUCCION;15;2008;1;4;1;150767.18;;;61.41;0
829392;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;28;2007;2;3;0;12439.08;;;19.57;0
256288;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;;1996;5;0;0;0;;;;0
287726;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;20;1993;1;4;2;127.79;;;0;0
537945;439;OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA;30;2001;5;0;0;226.79;;;238.77;0
76266;433;ACABADO DE EDIFICIOS;07;1992;5;0;0;0;;;;0
276106;691;ACTIVIDADES JURIDICAS;36;1996;4;0;2;71775.39;;;47.03;0
607353;711;SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES;28;2016;5;0;0;0;;;;0
810188;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;08;2009;5;0;0;0;;;;0
319671;771;ALQUILER DE VEHICULOS DE MOTOR;24;1998;4;0;1;157047.26;1177.85;1;;0
444529;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;28;2006;5;0;0;0;51379.71;1;2.59;0
80933;451;VENTA DE VEHICULOS DE MOTOR;07;1989;5;0;0;0;11430.32;1;5.32;0
61162;016;ACTIVIDADES DE APOYO A LA AGRICULTURA. A LA GANADERIA Y DE PREPARACION POSTERIOR A LA COSECHA;38;1970;5;0;0;0;;;;0
89317;854;EDUCACION POSTSECUNDARIA;33;;2;3;0;21129.16;;;;0
868034;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;50;2019;1;4;1;18122.73;;;;0
803582;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;03;2019;1;4;2;70321.54;24800.45;1;;1
200642;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;1995;5;0;0;0;;;;0
489260;141;CONFECCION DE PRENDAS DE VESTIR.EXCEPTO PELETERIA;08;1984;4;0;0;18358.64;;;;0
609465;412;CONSTRUCCION DE EDIFICIOS;13;2015;4;1;0;42344.7;;;53.46;0
664283;741;ACTIVIDADES DE DISEÑO ESPECIALIZADO;01;2009;1;4;4;116575.68;;;;0
545344;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;46;2007;5;0;0;0;;;3.37;0
188289;620;PROGRAMACION. CONSULTORIA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMATICA;08;2001;5;0;0;0;;;;0
829312;151;"PREPARACION.CURTIDO Y ACABADO DEL CUERO;FABRICACION DE ARTICULOS DE MARROQUINERIA.VIAJE Y DE GUARNICIONERIA Y TALABARTERIA";29;2010;1;4;2;11003.74;7502.95;1;33.53;1
123718;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;02;1996;1;3;1;28859.19;5729.07;1;260.89;1
771417;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;09;2003;2;3;2;334096.43;;;;0
21746;181;ARTES GRAFICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS;41;1985;1;5;6;444055.47;;;;0
576873;749;OTRAS ACTIVIDADES PROFESIONALES. CIENTIFICAS Y TECNICAS N.C.O.P.;28;2011;5;0;0;0;;;146.94;0
843974;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;46;1996;2;2;0;723.95;;;;0
625208;821;ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA;46;2013;4;1;0;12529.39;;;;0
457100;951;REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACIÓN;46;2011;2;4;0;1481.15;;;;0
533267;494;TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZA;;2006;5;0;0;0;;;;0
165003;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;03;2003;1;4;4;30522.84;;;106.85;0
170762;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;12;1997;5;0;0;0;;;;0
487381;559;OTROS ALOJAMIENTOS;14;1995;2;2;0;62;;;;0
172900;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;29;2000;1;2;2;31950.55;;;0;1
229324;411;PROMOCION INMOBILIARIA;28;1999;5;0;0;0;;;;0
863078;561;RESTAURANTES Y PUESTOS DE COMIDAS;28;2020;1;4;5;147540.32;17374.81;1;;1
2322;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;08;1980;1;2;2;145468;;;;0
54322;612;TELECOMUNICACIONES INALAMBRICAS;17;1995;5;0;0;285.43;;;;0
826648;412;CONSTRUCCION DE EDIFICIOS;28;2009;1;4;4;27318.69;;;127.26;0
202742;412;CONSTRUCCION DE EDIFICIOS;41;2004;2;3;0;104423.75;;;;0
806228;522;ACTIVIDADES ANEXAS AL TRANSPORTE;07;2004;5;0;0;0;;;0.26;0
365304;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;28;2005;5;0;0;0;;;;0
262772;682;ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA;04;2002;5;0;0;0;;;;0
231504;561;RESTAURANTES Y PUESTOS DE COMIDAS;38;1998;4;1;0;0;;;;0
433293;711;SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES;39;2009;5;0;0;0;;;;0
576707;351;PRODUCCION. TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA;21;2009;1;4;3;209706.24;;;156.73;1
834882;862;ACTIVIDADES MEDICAS Y ODONTOLOGICAS;41;2012;1;2;2;4052.54;;;;0
735712;952;REPARACION DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO;08;2009;5;0;0;0;;;49.64;0
243610;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;38;1993;5;0;0;0;;;;0
246574;451;VENTA DE VEHICULOS DE MOTOR;28;1999;1;3;4;140265.94;3825.11;1;7.02;1
601083;016;ACTIVIDADES DE APOYO A LA AGRICULTURA. A LA GANADERIA Y DE PREPARACION POSTERIOR A LA COSECHA;15;2017;1;2;1;243.84;;;;0
726793;412;CONSTRUCCION DE EDIFICIOS;28;2009;4;0;2;286562.89;;;201.78;0
208945;433;ACABADO DE EDIFICIOS;23;1978;5;0;0;0;;;;0
509670;106;FABRICACION DE PRODUCTOS DE MOLINERIA. ALMIDONES Y PRODUCTOS AMILACEOS;03;2000;1;2;2;52523.41;;;43.59;1
226361;477;COMERCIO AL POR MENOR DE OTROS ARTICULOS EN ESTABLECIMIENTOS ESPECIALIZADOS;34;2001;4;1;0;0;;;370.85;0
780146;412;CONSTRUCCION DE EDIFICIOS;20;1984;5;0;1;0;;;;0
4076;461;INTERMEDIARIOS DEL COMERCIO;23;1985;2;3;0;119581.76;;;112.32;0
878399;642;ACTIVIDADES DE LAS SOCIEDADES HOLDING;08;2018;2;3;0;18050.69;;;;0
655358;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;08;2011;2;2;0;244.6;;;;0
452518;453;COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR;38;2013;5;0;0;0;;;;0
248581;452;MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR;28;1995;5;0;0;0;;;;0
498150;581;EDICION DE LIBROS. PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES;28;1994;1;3;2;117033.42;;;223.81;0
400265;563;ESTABLECIMIENTOS DE BEBIDAS;50;1995;5;0;0;0;24.23;1;13.03;0
7992;222;FABRICACION DE PRODUCTOS DE PLASTICO;41;1986;5;0;0;0;;;;0
240870;471;COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS;46;1994;4;1;0;0;2399.55;2;30.82;0
412499;721;INVESTIGACION Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TECNICAS;46;2009;1;4;4;156948.07;;;237.02;0
265375;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;28;2002;1;2;4;119229.02;64662.3;2;28.59;1
789789;475;COMERCIO AL POR MENOR DE OTROS ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTOS ESPECIALIZADOS;15;2004;5;0;0;0;;;;0
254549;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;07;2000;5;0;0;0;;;;0
761792;014;PRODUCCION GANADERA;15;2013;2;2;0;10728.72;;;;0
65635;464;COMERCIO AL POR MAYOR DE PRODUCTOS DE USO DOMESTICO;50;1986;1;4;3;1600903.84;225314.52;2;17.42;0
331911;561;RESTAURANTES Y PUESTOS DE COMIDAS;08;1999;4;1;0;0;;;;0
506039;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;08;2005;4;1;1;0;;;;0
777493;563;ESTABLECIMIENTOS DE BEBIDAS;17;2005;2;3;0;1031.14;5348.71;2;;1
401194;331;REPARACION DE PRODUCTOS METALICOS. MAUINARIA Y EQUIPO;36;2007;5;0;0;0;;;63.71;0
72844;310;FABRICACION DE MUEBLES;38;1989;5;0;0;0;;;;0
314404;324;FABRICACION DE JUEGOS Y JUGUETES;12;1983;5;0;0;804.63;;;217.37;0
498307;016;ACTIVIDADES DE APOYO A LA AGRICULTURA. A LA GANADERIA Y DE PREPARACION POSTERIOR A LA COSECHA;50;2002;1;4;1;85183.32;;;51.78;0
395312;829;ACTIVIDADES DE APOYO A LAS EMPRESAS;30;2004;5;0;0;0;;;13.87;0
522475;471;COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS;45;2005;5;0;0;0;;;95.54;0
875156;432;INSTALACIONES ELECTRICAS. DE FONTANERIA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION;08;2014;2;4;0;15507.08;;;;0
414091;900;ACTIVIDADES DE CREACION. ARTISTICAS Y ESPECTACULOS;03;2006;5;0;0;0;;;;0
575837;691;ACTIVIDADES JURIDICAS;44;2010;5;0;0;0;;;9.44;0
814559;451;VENTA DE VEHICULOS DE MOTOR;15;2005;4;0;1;17007.07;;;;0
42938;256;"TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERIA MECANICA POR CUENTA DE TERCEROS";28;1997;1;6;7;2339157.09;5497.52;1;14.44;0
640647;561;RESTAURANTES Y PUESTOS DE COMIDAS;29;2003;4;0;1;2890.63;;;;1
617623;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;24;2013;4;1;0;0;;;;0
548863;471;COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS;03;2010;5;0;0;0;;;;0
860169;463;COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO;11;2020;2;4;0;1996.75;;;;0
379016;559;OTROS ALOJAMIENTOS;30;2006;4;1;0;0;;;;0
753994;561;RESTAURANTES Y PUESTOS DE COMIDAS;15;2012;2;3;0;17090.26;;;;0
300378;681;COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA;17;2009;5;0;0;0;;;;0
20904;252;FABRICACION DE CISTERNAS. GRANDES DEPOSITOS Y CONTENEDORES DE METAL;41;1991;1;7;9;5216724.08;;;124.87;1
122772;433;ACABADO DE EDIFICIOS;08;1995;4;0;1;41121;;;;0
238556;412;CONSTRUCCION DE EDIFICIOS;41;2005;5;0;0;0;;;;0
471619;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;24;2017;5;0;0;0;;;;0
705949;279;FABRICACION DE OTRO MATERIAL Y EQUIPO ELECTRICO;28;2014;2;5;2;118418.64;;;137.23;0
731429;854;EDUCACION POSTSECUNDARIA;07;2006;1;4;4;1517430.04;;;0.14;1
112522;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;28;1978;4;0;0;3261.41;;;;0
519709;960;OTROS SERVICIOS PERSONALES;12;2006;5;0;0;0;;;;0
88965;960;OTROS SERVICIOS PERSONALES;22;1992;4;1;0;0;46148.96;1;0;1
527387;683;ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS;38;2001;5;0;0;0;;;;0
777267;472;COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS. BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS;17;1998;4;1;1;28548.55;11694.52;1;18.23;0
387061;478;COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y MERCADILLOS;28;2011;4;1;0;0;;;;0
38913;466;COMERCIO AL POR MAYOR DE OTRA MAQUINARIA. EQUIPOS Y SUMINISTROS;28;1995;5;0;0;0;;;;0
483108;222;FABRICACION DE PRODUCTOS DE PLASTICO;28;1988;5;0;0;0;;;;0
168932;453;COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR;46;2000;4;1;0;0;;;;0
